bag_id,bag_size,person_idx,relationship,year_of_birth,education_num,survey_duration_mins,native_country,race,interview_mode,capital_gain,currency_code,education,capital_loss,survey_year,processing_flag,hours_per_week,workclass,capital_activity_flag,net_capital_asset,is_adult_flag,annual_hours_est,interviewer_id,occupation,sex,poverty_line_usd,education_tier,marital_status,label
2124,7,3,Husband,1957,9,46,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1125,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
2185,4,0,Husband,1958,4,29,United-States,White,in-person,0,USD,7th-8th,0,1994,1.0,35,Private,0,0,1,1820,1404,Farming-fishing,Male,15141,Primary,Married-civ-spouse,middle
1359,3,2,Own-child,1974,10,60,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,10,State-gov,0,0,1,520,1128,Adm-clerical,Female,15141,Secondary,Never-married,lower
1674,5,0,Wife,1953,14,52,United-States,White,in-person,0,USD,Masters,1902,1994,1.0,35,Self-emp-not-inc,1,-1902,1,1820,1084,Sales,Female,15141,Higher,Married-civ-spouse,middle
4421,3,0,Husband,1950,14,46,United-States,White,in-person,0,USD,Masters,0,1994,1.0,38,Private,0,0,1,1976,1148,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
172,4,2,Husband,1960,13,49,India,Asian-Pac-Islander,in-person,0,USD,Bachelors,0,1994,1.0,60,Self-emp-not-inc,0,0,1,3120,1195,Sales,Male,15141,Higher,Married-civ-spouse,lower
2046,7,3,Husband,1942,13,31,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Self-emp-inc,0,0,1,2600,1111,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
667,6,4,Own-child,1971,9,66,United-States,Black,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1407,Machine-op-inspct,Female,15141,Secondary,Never-married,lower
2676,7,1,Not-in-family,1967,13,61,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1167,Prof-specialty,Female,15141,Higher,Never-married,middle
558,7,6,Unmarried,1955,14,37,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Local-gov,0,0,1,2080,1299,Prof-specialty,Female,15141,Higher,Divorced,lower
2378,7,2,Husband,1951,10,43,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1389,Transport-moving,Male,15141,Secondary,Married-civ-spouse,middle
1657,5,1,Other-relative,1938,9,46,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1194,Adm-clerical,Female,15141,Secondary,Never-married,middle
819,4,3,Husband,1968,9,28,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1145,Craft-repair,Male,15141,Secondary,Married-civ-spouse,lower
1347,6,2,Husband,1950,10,55,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,48,Private,0,0,1,2496,1022,Sales,Male,15141,Secondary,Married-civ-spouse,lower
1561,4,2,Not-in-family,1968,10,38,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1011,Craft-repair,Male,15141,Secondary,Never-married,middle
1312,3,1,Husband,1956,9,48,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Local-gov,0,0,1,2080,1479,Protective-serv,Male,15141,Secondary,Married-civ-spouse,lower
3835,3,0,Wife,1957,13,46,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Private,0,0,1,2600,1293,Prof-specialty,Female,15141,Higher,Married-civ-spouse,upper
1097,5,3,Own-child,1966,12,27,Mexico,White,in-person,0,USD,Assoc-acdm,0,1994,1.0,40,State-gov,0,0,1,2080,1263,Adm-clerical,Female,15141,Secondary,Never-married,lower
2664,4,3,Husband,1949,9,43,United-States,White,in-person,3103,USD,HS-grad,0,1994,1.0,40,Private,1,3103,1,2080,1096,Prof-specialty,Male,15141,Secondary,Married-civ-spouse,middle
2247,6,1,Husband,1947,9,38,United-States,White,in-person,7298,USD,HS-grad,0,1994,1.0,45,Private,1,7298,1,2340,1358,Sales,Male,15141,Secondary,Married-civ-spouse,middle
3991,5,1,Husband,1933,13,48,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,45,Self-emp-inc,0,0,1,2340,1406,Sales,Male,15141,Higher,Married-civ-spouse,upper
3320,4,3,Husband,1927,8,25,United-States,White,in-person,0,USD,12th,0,1994,1.0,20,Self-emp-inc,0,0,1,1040,1321,Exec-managerial,Male,15141,Primary,Married-civ-spouse,upper
145,7,2,Unmarried,1951,13,35,United-States,Black,in-person,0,USD,Bachelors,0,1994,1.0,60,Private,0,0,1,3120,1443,Prof-specialty,Female,15141,Higher,Divorced,lower
3396,3,2,Not-in-family,1915,8,49,United-States,White,in-person,18481,USD,12th,0,1994,1.0,45,Self-emp-inc,1,18481,1,2340,1378,Sales,Male,15141,Primary,Widowed,upper
2392,5,1,Husband,1947,9,23,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Local-gov,0,0,1,2080,1021,Exec-managerial,Male,15141,Secondary,Married-civ-spouse,middle
3880,6,3,Husband,1954,9,69,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,45,Private,0,0,1,2340,1026,Machine-op-inspct,Male,15141,Secondary,Married-civ-spouse,upper
2965,6,3,Unmarried,1937,4,49,United-States,White,in-person,0,USD,7th-8th,0,1994,1.0,40,Local-gov,0,0,1,2080,1376,Exec-managerial,Female,15141,Primary,Divorced,middle
43,6,0,Husband,1955,13,61,United-States,White,in-person,0,USD,Bachelors,1887,1994,1.0,40,Private,1,-1887,1,2080,1180,Exec-managerial,Male,15141,Higher,Married-civ-spouse,lower
1289,3,1,Own-child,1976,10,38,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,30,Private,0,0,1,1560,1014,Other-service,Male,15141,Secondary,Never-married,lower
2594,4,2,Husband,1959,4,49,United-States,White,in-person,0,USD,7th-8th,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1422,Farming-fishing,Male,15141,Primary,Married-civ-spouse,middle
665,5,3,Unmarried,1963,8,40,United-States,Black,in-person,0,USD,12th,0,1994,1.0,40,Private,0,0,1,2080,1431,Transport-moving,Male,15141,Primary,Separated,lower
4003,4,1,Husband,1960,16,52,United-States,White,in-person,0,USD,Doctorate,0,1994,1.0,45,Private,0,0,1,2340,1371,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
3660,4,1,Own-child,1961,13,54,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1064,Prof-specialty,Female,15141,Higher,Never-married,upper
1682,5,1,Own-child,1974,9,45,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,26,Private,0,0,1,1352,1049,Sales,Female,15141,Secondary,Separated,middle
3938,3,2,Husband,1959,9,31,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,State-gov,0,0,1,2080,1324,Protective-serv,Male,15141,Secondary,Married-civ-spouse,upper
3646,7,5,Not-in-family,1962,13,43,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,45,Private,0,0,1,2340,1463,Prof-specialty,Male,15141,Higher,Divorced,upper
892,4,0,Own-child,1971,9,34,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1322,Adm-clerical,Female,15141,Secondary,Never-married,lower
1043,4,1,Unmarried,1949,9,47,United-States,Black,in-person,0,USD,HS-grad,0,1994,1.0,40,State-gov,0,0,1,2080,1038,Sales,Female,15141,Secondary,Separated,lower
18,7,2,Wife,1961,14,49,United-States,White,in-person,0,USD,Masters,0,1994,1.0,8,Self-emp-not-inc,0,0,1,416,1138,Prof-specialty,Female,15141,Higher,Married-civ-spouse,lower
140,6,0,Husband,1943,9,67,United-States,White,in-person,0,USD,HS-grad,1740,1994,1.0,40,Self-emp-not-inc,1,-1740,1,2080,1146,Farming-fishing,Male,15141,Secondary,Married-civ-spouse,lower
925,7,4,Other-relative,1970,9,60,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1025,Sales,Male,15141,Secondary,Never-married,lower
2695,7,6,Husband,1929,13,30,United-States,White,in-person,99999,USD,Bachelors,0,1994,1.0,40,Private,1,99999,1,2080,1218,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
67,7,5,Not-in-family,1969,10,53,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Local-gov,0,0,1,2080,1233,Protective-serv,Female,15141,Secondary,Divorced,lower
2850,6,4,Husband,1957,13,45,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,45,Private,0,0,1,2340,1064,Farming-fishing,Male,15141,Higher,Married-civ-spouse,middle
4343,3,0,Husband,1953,9,31,Canada,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1376,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
2955,7,1,Husband,1965,10,27,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,55,Self-emp-not-inc,0,0,1,2860,1419,Farming-fishing,Male,15141,Secondary,Married-civ-spouse,middle
881,5,4,Own-child,1976,9,26,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,20,Private,0,0,1,1040,1073,Adm-clerical,Male,15141,Secondary,Never-married,lower
1265,7,4,Not-in-family,1951,10,25,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,30,State-gov,0,0,1,1560,1223,Other-service,Female,15141,Secondary,Never-married,lower
306,4,3,Husband,1952,9,56,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,45,Self-emp-not-inc,0,0,1,2340,1003,Craft-repair,Male,15141,Secondary,Married-civ-spouse,lower
4380,3,0,Not-in-family,1936,13,58,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,60,Private,0,0,1,3120,1342,Prof-specialty,Female,15141,Higher,Never-married,upper
2159,5,1,Husband,1952,12,50,United-States,White,in-person,0,USD,Assoc-acdm,0,1994,1.0,40,Private,0,0,1,2080,1141,Tech-support,Male,15141,Secondary,Married-civ-spouse,middle
2043,5,3,Wife,1973,12,73,United-States,Amer-Indian-Eskimo,in-person,0,USD,Assoc-acdm,0,1994,1.0,46,Private,0,0,1,2392,1496,Adm-clerical,Female,15141,Secondary,Married-civ-spouse,middle
859,6,2,Husband,1944,10,48,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,48,Local-gov,0,0,1,2496,1286,Protective-serv,Male,15141,Secondary,Married-civ-spouse,lower
3914,5,4,Husband,1960,9,58,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Local-gov,0,0,1,2080,1260,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,upper
4166,7,5,Wife,1965,14,46,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Private,0,0,1,2080,1073,Exec-managerial,Female,15141,Higher,Married-civ-spouse,upper
2436,5,3,Husband,1963,14,51,Taiwan,White,in-person,0,USD,Masters,2415,1994,1.0,70,Private,1,-2415,1,3640,1238,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
1308,4,1,Husband,1969,4,38,Mexico,White,in-person,0,USD,7th-8th,0,1994,1.0,40,Private,0,0,1,2080,1303,Handlers-cleaners,Male,15141,Primary,Married-civ-spouse,lower
2885,5,0,Husband,1947,10,35,United-States,White,in-person,7298,USD,Some-college,0,1994,1.0,40,Private,1,7298,1,2080,1159,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
1224,4,2,Unmarried,1964,12,50,United-States,Black,in-person,0,USD,Assoc-acdm,0,1994,1.0,40,Private,0,0,1,2080,1492,Machine-op-inspct,Female,15141,Secondary,Never-married,lower
4129,3,0,Husband,1957,11,32,United-States,White,in-person,0,USD,Assoc-voc,0,1994,1.0,45,Private,0,0,1,2340,1082,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
3752,3,2,Husband,1929,13,42,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Self-emp-inc,0,0,1,2080,1110,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
1960,5,3,Not-in-family,1960,15,41,United-States,White,in-person,10520,USD,Prof-school,0,1994,1.0,40,Private,1,10520,1,2080,1382,Prof-specialty,Female,15141,Higher,Never-married,middle
3651,6,2,Husband,1964,13,52,United-States,White,in-person,7298,USD,Bachelors,0,1994,1.0,50,Private,1,7298,1,2600,1399,Sales,Male,15141,Higher,Married-civ-spouse,upper
1555,5,2,Husband,1945,7,58,United-States,White,in-person,0,USD,11th,0,1994,1.0,40,Private,0,0,1,2080,1291,Transport-moving,Male,15141,Primary,Married-civ-spouse,middle
2867,7,1,Own-child,1975,9,55,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,12,Private,0,0,1,624,1297,Sales,Female,15141,Secondary,Never-married,middle
2702,5,0,Not-in-family,1965,9,48,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1021,Farming-fishing,Male,15141,Secondary,Never-married,middle
4221,4,1,Husband,1956,13,38,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1317,Sales,Male,15141,Higher,Married-civ-spouse,upper
3585,3,2,Unmarried,1935,9,68,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1453,Adm-clerical,Female,15141,Secondary,Separated,upper
3731,7,6,Husband,1941,9,23,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,45,Private,0,0,1,2340,1466,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
2904,5,2,Own-child,1970,10,45,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,45,Private,0,0,1,2340,1200,Machine-op-inspct,Female,15141,Secondary,Never-married,middle
2801,5,4,Husband,1964,13,21,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,State-gov,0,0,1,2080,1202,Tech-support,Male,15141,Higher,Married-civ-spouse,middle
291,6,2,Own-child,1965,16,39,United-States,White,in-person,0,USD,Doctorate,0,1994,1.0,40,Private,0,0,1,2080,1426,Prof-specialty,Male,15141,Higher,Never-married,lower
2598,6,2,Not-in-family,1970,10,33,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Local-gov,0,0,1,2080,1090,Adm-clerical,Male,15141,Secondary,Never-married,middle
2415,6,3,Not-in-family,1955,14,41,Japan,Asian-Pac-Islander,in-person,0,USD,Masters,0,1994,1.0,99,Self-emp-inc,0,0,1,5148,1431,Exec-managerial,Male,15141,Higher,Divorced,middle
2181,6,3,Own-child,1974,10,52,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,37,Private,0,0,1,1924,1320,Other-service,Female,15141,Secondary,Never-married,middle
547,4,0,Own-child,1958,9,58,United-States,Black,in-person,0,USD,HS-grad,0,1994,1.0,48,Private,0,0,1,2496,1395,Transport-moving,Male,15141,Secondary,Never-married,lower
4178,6,4,Husband,1943,13,48,United-States,White,in-person,0,USD,Bachelors,1902,1994,1.0,60,Private,1,-1902,1,3120,1447,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
96,6,4,Husband,1962,13,48,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,55,Private,0,0,1,2860,1142,Craft-repair,Male,15141,Higher,Married-civ-spouse,lower
3182,7,0,Husband,1957,14,61,United-States,White,in-person,0,USD,Masters,0,1994,1.0,50,Self-emp-not-inc,0,0,1,2600,1230,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
66,3,2,Wife,1955,13,25,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,30,Private,0,0,1,1560,1448,Craft-repair,Female,15141,Higher,Married-civ-spouse,lower
1746,5,2,Husband,1953,10,25,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,50,Private,0,0,1,2600,1366,Sales,Male,15141,Secondary,Married-civ-spouse,middle
4417,3,2,Husband,1955,13,39,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,State-gov,0,0,1,2080,1453,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
4187,7,2,Husband,1944,9,56,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1049,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
4332,3,2,Husband,1953,10,65,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Federal-gov,0,0,1,2080,1003,Exec-managerial,Male,15141,Secondary,Married-civ-spouse,upper
720,4,0,Husband,1941,13,51,Vietnam,Asian-Pac-Islander,in-person,0,USD,Bachelors,0,1994,1.0,35,Self-emp-not-inc,0,0,1,1820,1264,Craft-repair,Male,15141,Higher,Married-civ-spouse,lower
3108,6,5,Husband,1958,9,51,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,60,Private,0,0,1,3120,1233,Transport-moving,Male,15141,Secondary,Married-civ-spouse,middle
163,7,3,Own-child,1972,10,59,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1232,Other-service,Male,15141,Secondary,Never-married,lower
3292,6,5,Husband,1953,10,46,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,48,Private,0,0,1,2496,1063,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
3192,7,1,Husband,1956,13,41,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1490,Sales,Male,15141,Higher,Married-civ-spouse,middle
2919,7,6,Husband,1959,10,29,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Local-gov,0,0,1,2080,1048,Other-service,Male,15141,Secondary,Married-civ-spouse,middle
985,7,4,Unmarried,1963,9,38,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1435,Other-service,Male,15141,Secondary,Divorced,lower
1151,7,6,Husband,1929,10,54,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Self-emp-inc,0,0,1,2080,1453,Sales,Male,15141,Secondary,Married-civ-spouse,lower
2238,4,0,Husband,1944,9,40,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1061,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
783,6,0,Own-child,1972,9,45,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1175,Craft-repair,Male,15141,Secondary,Never-married,lower
812,5,0,Own-child,1976,7,52,United-States,White,in-person,594,USD,11th,0,1994,1.0,10,Private,1,594,1,520,1188,Other-service,Male,15141,Primary,Never-married,lower
1007,5,0,Husband,1937,9,43,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1262,Machine-op-inspct,Male,15141,Secondary,Married-civ-spouse,lower
4099,7,5,Husband,1944,10,33,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,60,Private,0,0,1,3120,1315,Tech-support,Male,15141,Secondary,Married-civ-spouse,upper
1035,4,1,Husband,1955,9,64,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,60,Private,0,0,1,3120,1010,Exec-managerial,Male,15141,Secondary,Married-civ-spouse,lower
3111,4,2,Husband,1960,13,52,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,55,Private,0,0,1,2860,1118,Prof-specialty,Male,15141,Higher,Married-civ-spouse,middle
4530,4,1,Unmarried,1972,9,37,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1044,Adm-clerical,Female,15141,Secondary,Separated,upper
3818,3,0,Husband,1964,9,54,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,60,Self-emp-not-inc,0,0,1,3120,1032,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
2123,5,1,Own-child,1974,9,35,Puerto-Rico,Other,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1047,Sales,Male,15141,Secondary,Never-married,middle
237,3,2,Husband,1930,4,61,United-States,White,in-person,2580,USD,7th-8th,0,1994,1.0,50,Private,1,2580,1,2600,1042,Adm-clerical,Male,15141,Primary,Married-civ-spouse,lower
4167,6,5,Other-relative,1931,3,28,Philippines,Asian-Pac-Islander,in-person,0,USD,5th-6th,0,1994,1.0,19,Private,0,0,1,988,1238,Other-service,Female,15141,Primary,Widowed,upper
2340,6,1,Own-child,1976,9,34,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,20,Private,0,0,1,1040,1080,Craft-repair,Female,15141,Secondary,Never-married,middle
2337,4,0,Husband,1966,13,40,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1047,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
4270,3,2,Husband,1949,10,69,United-States,White,in-person,7298,USD,Some-college,0,1994,1.0,50,Private,1,7298,1,2600,1215,Transport-moving,Male,15141,Secondary,Married-civ-spouse,upper
4391,7,1,Husband,1951,14,39,United-States,White,in-person,5178,USD,Masters,0,1994,1.0,40,Private,1,5178,1,2080,1266,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
2157,7,0,Not-in-family,1964,12,38,United-States,White,in-person,0,USD,Assoc-acdm,0,1994,1.0,25,Private,0,0,1,1300,1126,Adm-clerical,Female,15141,Secondary,Divorced,middle
3297,3,0,Wife,1945,13,40,United-States,White,in-person,15024,USD,Bachelors,0,1994,1.0,35,Private,1,15024,1,1820,1021,Exec-managerial,Female,15141,Higher,Married-civ-spouse,upper
823,6,5,Not-in-family,1972,9,41,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,50,Private,0,0,1,2600,1161,Craft-repair,Male,15141,Secondary,Never-married,lower
2083,6,4,Own-child,1968,10,40,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,35,Private,0,0,1,1820,1022,Handlers-cleaners,Male,15141,Secondary,Never-married,middle
2888,6,1,Other-relative,1977,9,55,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,20,Private,0,0,0,1040,1384,Other-service,Male,15141,Secondary,Never-married,middle
4242,3,1,Husband,1969,13,45,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,State-gov,0,0,1,2080,1402,Protective-serv,Male,15141,Higher,Married-civ-spouse,upper
2326,5,2,Own-child,1977,9,47,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,20,Private,0,0,0,1040,1078,Sales,Female,15141,Secondary,Never-married,middle
4028,3,0,Wife,1955,14,50,United-States,White,in-person,0,USD,Masters,1977,1994,1.0,24,Private,1,-1977,1,1248,1191,Prof-specialty,Female,15141,Higher,Married-civ-spouse,upper
2495,6,5,Wife,1965,13,49,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Private,0,0,1,2600,1436,Prof-specialty,Female,15141,Higher,Married-civ-spouse,middle
2186,6,5,Own-child,1966,10,53,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,60,Private,0,0,1,3120,1211,Machine-op-inspct,Male,15141,Secondary,Never-married,middle
3659,7,3,Not-in-family,1927,9,46,United-States,White,in-person,15831,USD,HS-grad,0,1994,1.0,40,Self-emp-inc,1,15831,1,2080,1401,Exec-managerial,Female,15141,Secondary,Widowed,upper
1203,4,2,Husband,1954,9,32,South,Asian-Pac-Islander,in-person,0,USD,HS-grad,0,1994,1.0,66,Self-emp-not-inc,0,0,1,3432,1324,Craft-repair,Male,15141,Secondary,Married-civ-spouse,lower
778,5,2,Own-child,1975,7,52,United-States,White,in-person,0,USD,11th,0,1994,1.0,40,Private,0,0,1,2080,1132,Machine-op-inspct,Male,15141,Primary,Never-married,lower
344,3,2,Not-in-family,1971,7,33,United-States,White,in-person,0,USD,11th,0,1994,1.0,24,Private,0,0,1,1248,1476,Other-service,Female,15141,Primary,Never-married,lower
1435,7,4,Husband,1962,9,51,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1301,Sales,Male,15141,Secondary,Married-civ-spouse,middle
1528,7,6,Husband,1942,10,46,United-States,Amer-Indian-Eskimo,in-person,0,USD,Some-college,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1319,Sales,Male,15141,Secondary,Married-civ-spouse,middle
1168,7,3,Unmarried,1953,10,24,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,37,Private,0,0,1,1924,1274,Adm-clerical,Female,15141,Secondary,Divorced,lower
2263,6,2,Wife,1936,10,46,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Self-emp-inc,0,0,1,2080,1155,Transport-moving,Female,15141,Secondary,Married-civ-spouse,middle
1645,5,1,Not-in-family,1968,13,47,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,15,State-gov,0,0,1,780,1470,Prof-specialty,Male,15141,Higher,Never-married,middle
3109,5,1,Husband,1937,9,60,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,50,Self-emp-not-inc,0,0,1,2600,1038,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
3194,4,3,Unmarried,1954,9,37,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,45,Private,0,0,1,2340,1275,Transport-moving,Male,15141,Secondary,Divorced,middle
3140,7,0,Own-child,1974,10,41,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1303,Farming-fishing,Male,15141,Secondary,Never-married,middle
3106,5,4,Unmarried,1969,4,25,El-Salvador,White,in-person,0,USD,7th-8th,0,1994,1.0,40,Private,0,0,1,2080,1425,Machine-op-inspct,Male,15141,Primary,Never-married,middle
3507,7,5,Husband,1955,14,55,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Local-gov,0,0,1,2080,1442,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
1139,6,0,Husband,1961,14,48,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Private,0,0,1,2080,1059,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
3188,4,2,Husband,1934,9,29,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,44,Private,0,0,1,2288,1328,Transport-moving,Male,15141,Secondary,Married-civ-spouse,middle
4411,7,0,Not-in-family,1962,13,46,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Private,0,0,1,2600,1143,Craft-repair,Male,15141,Higher,Divorced,upper
2508,5,1,Husband,1975,7,44,United-States,White,in-person,0,USD,11th,0,1994,1.0,60,Private,0,0,1,3120,1382,Craft-repair,Male,15141,Primary,Married-civ-spouse,middle
1458,7,1,Unmarried,1957,9,39,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1465,Craft-repair,Male,15141,Secondary,Never-married,middle
4095,5,2,Husband,1960,10,41,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1225,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,upper
4359,7,5,Other-relative,1970,13,35,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,60,Private,0,0,1,3120,1077,Exec-managerial,Female,15141,Higher,Never-married,upper
2182,4,0,Husband,1959,9,62,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,60,Private,0,0,1,3120,1202,Exec-managerial,Male,15141,Secondary,Married-civ-spouse,middle
1536,7,1,Husband,1959,5,69,United-States,Amer-Indian-Eskimo,in-person,0,USD,9th,0,1994,1.0,96,Self-emp-not-inc,0,0,1,4992,1481,Craft-repair,Male,15141,Primary,Married-civ-spouse,middle
1157,4,1,Unmarried,1939,13,55,Ireland,White,in-person,0,USD,Bachelors,0,1994,1.0,55,Private,0,0,1,2860,1138,Craft-repair,Female,15141,Higher,Married-spouse-absent,lower
617,4,0,Not-in-family,1957,14,63,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1088,Exec-managerial,Male,15141,Higher,Never-married,lower
